Customer Age,Customer Gender,Product Purchased,Ticket Type,Ticket Status,Resolution,Ticket Priority,Ticket Channel,Customer Satisfaction Rating,Response Delay (hrs),Resolution Time (hrs),Age Group
58,1,7,3,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,3
20,2,3,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,5
52,0,7,3,2,1530,1,1,0.0,14603.002777777778,0.16666666666666666,3
58,1,14,1,2,1530,1,0,0.0,12591.069722222222,0.16666666666666666,3
38,0,38,1,2,1530,1,0,0.0,22367.503333333334,0.16666666666666666,1
26,1,17,3,2,1530,2,2,0.0,29817.35388888889,0.16666666666666666,0
40,0,30,4,2,1530,2,2,0.0,18836.204166666666,0.16666666666666666,1
62,0,30,3,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,4
52,1,28,2,0,996,1,2,3.0,14581.805,-0.38333333333333336,3
43,1,35,3,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,2
53,0,22,0,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,3
28,2,11,0,0,296,1,2,1.0,18121.356666666667,2.216666666666667,0
49,0,9,4,0,1540,0,2,1.0,25735.42388888889,-1.25,2
30,2,32,2,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,0
59,1,23,4,2,1530,1,0,0.0,15278.024444444445,0.16666666666666666,3
35,0,16,1,0,1076,0,0,3.0,14602.74138888889,4.8,1
35,0,39,1,2,1530,2,1,0.0,15053.708333333334,0.16666666666666666,1
22,2,21,1,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,0
56,2,18,1,0,2447,2,3,3.0,25956.875277777777,8.516666666666667,3
37,2,4,1,0,39,3,2,5.0,20747.45888888889,-1.6666666666666667,1
57,0,41,4,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
36,2,38,4,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,1
44,2,12,2,2,1530,3,0,0.0,15464.926666666666,0.16666666666666666,2
54,1,27,0,0,289,0,3,3.0,20027.510555555556,11.65,3
29,0,16,1,0,1276,1,0,3.0,17816.71111111111,-5.666666666666667,0
37,1,19,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
49,0,20,4,0,1356,1,0,1.0,24088.495277777776,6.733333333333333,2
54,2,40,3,0,1829,2,0,3.0,20543.4125,-22.783333333333335,3
32,1,29,1,0,1324,1,0,5.0,12746.313055555556,8.85,1
38,2,6,2,2,1530,1,2,0.0,24218.44638888889,0.16666666666666666,1
59,1,6,2,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,3
24,2,6,0,0,762,3,0,1.0,18971.0475,-1.2833333333333334,0
39,2,20,1,2,1530,3,1,0.0,21328.848055555554,0.16666666666666666,1
18,1,41,2,0,2266,2,1,3.0,13071.315277777778,-11.65,5
36,1,0,4,0,2580,0,1,1.0,15715.732222222223,-8.216666666666667,1
53,0,4,3,2,1530,2,1,0.0,28760.949444444443,0.16666666666666666,3
59,2,25,4,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,3
67,2,18,0,0,2120,1,1,5.0,20017.433055555557,3.1,4
41,0,32,0,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,2
62,2,12,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,4
21,0,19,3,0,2195,0,3,5.0,27178.400833333333,-0.48333333333333334,0
58,0,3,4,2,1530,3,1,0.0,28596.350833333334,0.16666666666666666,3
65,2,27,4,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,4
67,2,23,4,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,4
34,2,32,4,0,1170,1,1,2.0,19498.585555555557,12.883333333333333,1
62,1,24,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,4
23,1,5,3,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,0
26,2,14,4,0,1211,0,1,1.0,29741.22,-2.2,0
55,1,13,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
27,2,28,4,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,0
26,1,25,2,2,1530,3,3,0.0,15627.504166666668,0.16666666666666666,0
55,2,36,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,3
33,2,37,3,0,2683,2,2,4.0,12572.005,3.433333333333333,1
31,2,35,3,2,1530,0,3,0.0,24021.571944444444,0.16666666666666666,1
42,1,12,4,2,1530,3,1,0.0,24403.239444444444,0.16666666666666666,2
21,1,38,3,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,0
56,2,41,3,0,125,1,1,5.0,23900.223055555554,1.9166666666666667,3
21,1,27,3,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,0
41,1,7,4,0,1939,0,1,3.0,29204.940555555557,0.9166666666666666,2
48,1,8,1,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
67,0,1,0,0,2733,3,1,2.0,29466.374722222223,-15.65,4
29,2,41,4,2,1530,3,3,0.0,28653.091944444444,0.16666666666666666,0
64,2,40,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,4
36,1,33,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,1
54,2,16,3,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,3
41,1,10,1,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,2
66,0,37,2,0,1697,1,2,2.0,24755.094166666666,4.983333333333333,4
66,1,11,4,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,4
30,1,39,4,0,1554,2,1,1.0,25820.145,-12.15,0
37,2,13,3,0,553,1,2,2.0,27678.261944444443,-0.16666666666666666,1
31,1,8,3,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,1
24,1,15,2,0,1902,0,2,1.0,24697.229722222222,19.833333333333332,0
51,0,30,0,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,3
50,2,0,3,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,2
62,0,40,1,2,1530,3,1,0.0,26405.96361111111,0.16666666666666666,4
19,0,21,2,0,963,2,2,4.0,18982.9975,-0.7333333333333333,5
52,1,29,3,2,1530,1,3,0.0,23273.881388888887,0.16666666666666666,3
28,1,25,4,2,1530,1,3,0.0,20422.315,0.16666666666666666,0
20,1,6,1,2,1530,3,1,0.0,19226.281944444443,0.16666666666666666,5
28,0,32,0,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,0
39,2,27,1,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
26,2,27,3,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,0
23,0,25,0,2,1530,2,1,0.0,13339.916111111112,0.16666666666666666,0
59,0,39,1,2,1530,1,0,0.0,27927.216666666667,0.16666666666666666,3
27,0,41,0,2,1530,3,3,0.0,15803.250277777777,0.16666666666666666,0
58,1,14,3,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,3
20,2,29,4,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,5
44,2,19,1,2,1530,2,3,0.0,22640.368333333332,0.16666666666666666,2
61,1,12,3,0,763,3,0,4.0,23913.001666666667,-1.5166666666666666,4
51,2,10,4,0,2037,2,2,3.0,14474.402222222223,16.266666666666666,3
51,1,0,0,0,1920,1,1,3.0,25574.93611111111,-2.9,3
32,2,30,0,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,1
51,0,11,2,0,1725,2,3,4.0,12607.953611111112,-2.4833333333333334,3
49,1,0,3,0,697,1,2,1.0,20597.970555555556,-2.283333333333333,2
56,2,33,4,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,3
42,1,33,4,2,1530,0,0,0.0,17887.5875,0.16666666666666666,2
49,1,0,4,0,1724,0,2,1.0,15197.671388888888,-2.8666666666666667,2
24,1,25,1,0,228,3,1,5.0,18710.388333333332,-2.8333333333333335,0
30,0,2,0,2,1530,2,0,0.0,15225.522222222222,0.16666666666666666,0
42,0,22,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,2
61,2,28,4,0,2000,1,2,5.0,23642.18972222222,9.566666666666666,4
48,1,19,4,0,408,0,0,1.0,16444.540277777778,0.95,2
59,2,12,1,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
38,0,21,4,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,1
20,1,14,1,2,1530,1,3,0.0,22917.49111111111,0.16666666666666666,5
27,1,1,4,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,0
28,0,28,3,0,1525,1,0,3.0,24542.97527777778,-4.2,0
70,2,28,4,2,1530,3,1,0.0,22218.00888888889,0.16666666666666666,4
55,2,34,1,2,1530,2,3,0.0,28464.292777777777,0.16666666666666666,3
48,0,16,4,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,2
37,2,37,3,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,1
23,1,27,2,2,1530,3,2,0.0,18905.82638888889,0.16666666666666666,0
37,2,28,0,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,1
28,2,12,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,0
40,0,33,4,2,1530,0,2,0.0,17230.010833333334,0.16666666666666666,1
69,1,30,4,2,1530,3,2,0.0,28469.86111111111,0.16666666666666666,4
21,2,6,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,0
53,1,6,2,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,3
50,1,7,3,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,2
48,2,9,0,2,1530,0,1,0.0,13317.429444444444,0.16666666666666666,2
67,2,23,0,2,1530,1,0,0.0,28476.196666666667,0.16666666666666666,4
48,2,19,0,2,1530,1,2,0.0,25192.780277777776,0.16666666666666666,2
61,2,3,1,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,4
37,2,9,2,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,1
24,1,35,0,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,0
38,1,24,3,0,2410,2,0,4.0,17445.631388888887,-0.65,1
49,0,19,4,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,2
44,2,19,1,0,226,3,1,4.0,25802.1325,11.466666666666667,2
43,1,19,0,2,1530,0,1,0.0,21161.016111111112,0.16666666666666666,2
32,1,16,2,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,1
40,0,34,4,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,1
45,1,12,3,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,2
62,2,22,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,4
64,2,28,1,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,4
38,1,34,3,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,1
35,0,30,3,2,1530,0,3,0.0,21113.068888888887,0.16666666666666666,1
48,1,19,0,2,1530,2,2,0.0,16871.53583333333,0.16666666666666666,2
19,2,11,2,2,1530,1,2,0.0,29656.53638888889,0.16666666666666666,5
24,1,0,3,0,358,1,2,1.0,29014.120277777776,-14.916666666666666,0
24,0,12,1,0,2256,1,1,2.0,27673.270833333332,15.966666666666667,0
25,0,19,3,0,2695,1,3,5.0,21609.971388888887,1.4333333333333333,0
39,2,1,4,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,1
61,2,19,0,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,4
70,0,27,1,0,1551,2,3,1.0,28497.289166666666,11.35,4
49,2,2,3,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,2
25,2,10,1,2,1530,2,2,0.0,20121.473055555554,0.16666666666666666,0
20,1,5,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,5
69,2,40,1,2,1530,3,1,0.0,17322.92361111111,0.16666666666666666,4
52,2,15,4,0,549,3,2,4.0,21500.57361111111,-3.25,3
18,1,17,4,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,5
30,0,13,4,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,0
22,0,35,1,2,1530,3,3,0.0,27154.358055555556,0.16666666666666666,0
34,1,40,0,2,1530,2,0,0.0,16592.34138888889,0.16666666666666666,1
69,0,34,3,2,1530,1,2,0.0,27948.991944444446,0.16666666666666666,4
20,2,36,1,0,156,2,2,2.0,13816.175555555556,-3.183333333333333,5
40,2,12,2,0,236,1,1,5.0,16055.692777777778,23.466666666666665,1
49,0,32,2,2,1530,3,1,0.0,21111.443333333333,0.16666666666666666,2
67,1,6,1,0,35,2,1,3.0,18188.293611111112,3.05,4
63,1,31,0,2,1530,3,2,0.0,18791.943888888887,0.16666666666666666,4
26,2,13,0,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,0
25,0,32,2,2,1530,2,2,0.0,15650.178055555556,0.16666666666666666,0
69,2,21,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,4
50,1,12,3,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,2
19,0,32,4,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,5
59,2,7,1,0,580,0,2,3.0,18600.979166666668,21.533333333333335,3
61,0,16,2,0,1140,2,2,4.0,23979.813055555554,7.133333333333334,4
26,1,10,2,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,0
55,0,34,0,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,3
62,2,27,0,2,1530,0,1,0.0,20388.830833333333,0.16666666666666666,4
38,2,18,4,2,1530,0,3,0.0,25932.06472222222,0.16666666666666666,1
24,2,1,0,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,0
30,0,32,0,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,0
56,2,20,2,0,1963,2,0,1.0,20323.965833333332,-1.1333333333333333,3
49,1,9,1,2,1530,0,2,0.0,23706.31611111111,0.16666666666666666,2
56,1,13,3,2,1530,2,1,0.0,18930.450277777778,0.16666666666666666,3
34,2,22,2,2,1530,3,1,0.0,13533.317222222222,0.16666666666666666,1
56,0,19,0,2,1530,3,1,0.0,24445.534166666668,0.16666666666666666,3
25,1,38,3,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,0
66,2,28,1,2,1530,2,2,0.0,24755.268055555556,0.16666666666666666,4
67,2,35,3,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,4
18,1,7,1,0,748,0,0,1.0,18643.0025,-8.033333333333333,5
54,2,5,1,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,3
23,2,24,2,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,0
29,0,21,1,2,1530,2,3,0.0,13826.970277777778,0.16666666666666666,0
65,0,29,0,2,1530,2,3,0.0,21407.170833333334,0.16666666666666666,4
30,0,32,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,0
19,1,21,4,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,5
61,2,29,0,2,1530,3,2,0.0,19957.38861111111,0.16666666666666666,4
20,2,33,4,0,347,1,1,5.0,17684.422222222223,-14.883333333333333,5
68,1,23,4,2,1530,2,2,0.0,14585.989166666666,0.16666666666666666,4
58,2,4,1,2,1530,0,1,0.0,23426.173055555555,0.16666666666666666,3
27,2,38,2,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,0
51,1,14,0,0,1058,3,3,2.0,14022.240555555556,15.416666666666666,3
28,2,40,2,0,2477,0,2,3.0,20024.341111111113,-0.7166666666666667,0
34,0,36,1,2,1530,1,2,0.0,18092.475,0.16666666666666666,1
34,2,29,4,2,1530,0,1,0.0,21984.09222222222,0.16666666666666666,1
35,1,12,0,0,1655,3,2,4.0,25498.975833333334,-8.216666666666667,1
23,2,36,0,0,1083,1,1,1.0,12623.492777777778,-20.8,0
59,1,13,1,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,3
39,1,12,2,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,1
64,1,9,0,0,2556,3,1,1.0,23987.993333333332,-1.9666666666666666,4
25,1,17,1,2,1530,1,3,0.0,23683.110277777778,0.16666666666666666,0
29,0,5,4,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,0
53,0,8,2,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,3
42,0,0,2,2,1530,2,1,0.0,13370.594722222222,0.16666666666666666,2
48,2,0,3,0,1454,1,0,3.0,23193.29527777778,-5.816666666666666,2
27,0,35,3,0,2047,3,1,3.0,14833.2125,10.816666666666666,0
52,0,34,4,0,2380,1,3,2.0,13326.012777777778,8.366666666666667,3
23,2,22,4,2,1530,0,1,0.0,22585.66277777778,0.16666666666666666,0
29,1,37,1,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,0
70,1,8,4,2,1530,0,3,0.0,22841.580555555556,0.16666666666666666,4
42,1,13,0,2,1530,2,2,0.0,22816.364166666666,0.16666666666666666,2
30,0,39,1,0,731,3,3,1.0,19909.23138888889,-11.716666666666667,0
55,2,40,4,0,2534,3,1,1.0,25621.215,-4.816666666666666,3
27,0,29,3,0,2156,2,0,4.0,25608.11527777778,5.766666666666667,0
42,2,6,1,2,1530,3,0,0.0,14102.24888888889,0.16666666666666666,2
41,2,38,1,2,1530,1,1,0.0,12468.232777777777,0.16666666666666666,2
62,2,23,3,0,916,1,1,3.0,18737.15,-10.1,4
32,1,21,1,2,1530,1,3,0.0,14381.850277777778,0.16666666666666666,1
46,0,0,2,2,1530,0,3,0.0,26051.2175,0.16666666666666666,2
66,1,27,2,0,2106,2,3,3.0,14809.75138888889,4.65,4
31,0,23,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
49,2,27,0,2,1530,0,1,0.0,14432.718611111111,0.16666666666666666,2
27,0,25,1,2,1530,0,1,0.0,20954.935833333333,0.16666666666666666,0
65,1,35,1,0,1137,3,3,3.0,18273.73611111111,3.933333333333333,4
47,0,19,3,0,758,0,1,5.0,26719.42,14.05,2
19,1,1,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,5
53,2,15,3,2,1530,2,1,0.0,13525.620833333332,0.16666666666666666,3
18,1,32,2,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,5
27,1,30,3,2,1530,3,1,0.0,25604.505,0.16666666666666666,0
28,2,32,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,0
63,0,32,3,0,1856,3,2,2.0,18237.87277777778,-6.733333333333333,4
42,2,29,3,0,2647,1,2,2.0,25163.98972222222,-0.03333333333333333,2
41,2,26,0,1,1530,2,1,0.0,21273.225972222222,0.16666666666666666,2
39,2,39,0,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,1
25,1,18,1,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,0
26,2,16,2,0,2294,0,1,2.0,17322.440833333334,-18.383333333333333,0
53,2,14,3,2,1530,2,0,0.0,16886.658055555556,0.16666666666666666,3
66,0,13,0,0,554,0,0,4.0,14563.225,-16.083333333333332,4
34,1,3,2,2,1530,1,2,0.0,15332.408611111112,0.16666666666666666,1
68,0,3,1,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,4
49,1,40,4,2,1530,2,3,0.0,29849.042777777777,0.16666666666666666,2
23,0,18,2,0,298,2,3,2.0,12775.859444444444,10.583333333333334,0
68,0,8,0,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,4
26,2,18,3,2,1530,0,3,0.0,17953.443333333333,0.16666666666666666,0
21,0,5,4,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,0
50,0,35,0,0,2490,0,0,4.0,22210.59388888889,0.7666666666666667,2
39,1,31,0,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,1
27,1,7,2,2,1530,1,2,0.0,13694.8775,0.16666666666666666,0
18,2,33,1,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,5
22,0,23,1,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,0
40,0,7,4,1,1530,2,0,0.0,21273.225972222222,0.16666666666666666,1
29,1,25,3,0,695,3,0,1.0,21878.262222222223,4.0,0
38,1,41,2,0,772,2,3,4.0,28544.879444444443,0.75,1
34,1,10,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,1
49,0,39,1,2,1530,0,1,0.0,19060.93,0.16666666666666666,2
41,2,9,4,0,862,0,0,4.0,27276.880555555555,3.6666666666666665,2
35,0,35,4,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
41,2,24,0,2,1530,2,0,0.0,18639.698333333334,0.16666666666666666,2
57,0,2,4,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,3
33,1,21,0,2,1530,3,1,0.0,17812.165833333333,0.16666666666666666,1
53,1,19,4,0,2060,0,3,4.0,22902.049444444445,15.05,3
56,2,33,0,0,611,3,3,1.0,26541.783333333333,-9.633333333333333,3
64,1,23,1,2,1530,0,3,0.0,14109.433888888889,0.16666666666666666,4
56,0,34,2,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,3
42,0,29,4,2,1530,2,0,0.0,24874.584722222222,0.16666666666666666,2
70,1,35,3,2,1530,0,3,0.0,15335.335277777778,0.16666666666666666,4
25,1,41,0,2,1530,2,1,0.0,17591.21888888889,0.16666666666666666,0
36,0,39,3,0,2583,3,0,1.0,25954.9025,3.1666666666666665,1
35,0,17,0,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,1
24,1,39,0,0,1810,0,1,1.0,16401.55361111111,-1.2666666666666666,0
42,1,16,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
21,1,39,1,2,1530,1,3,0.0,21937.404444444444,0.16666666666666666,0
19,2,40,0,2,1530,1,2,0.0,19436.90472222222,0.16666666666666666,5
48,1,4,4,2,1530,0,2,0.0,27803.388333333332,0.16666666666666666,2
58,1,25,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,3
25,0,8,2,0,1243,2,3,2.0,19160.6725,6.3,0
53,0,6,1,0,1745,2,1,1.0,19856.62277777778,4.083333333333333,3
67,1,29,0,0,643,3,1,3.0,21408.123333333333,22.183333333333334,4
59,2,35,3,0,2495,0,1,2.0,23270.740555555556,7.433333333333334,3
65,2,29,1,2,1530,3,0,0.0,19453.40777777778,0.16666666666666666,4
18,0,8,0,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,5
29,2,19,0,2,1530,1,3,0.0,18262.975,0.16666666666666666,0
35,0,1,4,2,1530,2,2,0.0,18644.391944444444,0.16666666666666666,1
30,0,13,1,1,1530,3,1,0.0,21273.225972222222,0.16666666666666666,0
67,1,8,4,0,1606,3,1,5.0,26263.792777777777,-6.333333333333333,4
50,0,27,3,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,2
69,2,6,0,2,1530,0,2,0.0,21262.859722222223,0.16666666666666666,4
30,2,36,1,2,1530,0,1,0.0,24161.09361111111,0.16666666666666666,0
57,2,5,4,0,2388,0,0,4.0,25261.760833333334,0.5,3
56,1,12,1,2,1530,1,0,0.0,27613.42777777778,0.16666666666666666,3
44,0,26,2,0,1303,0,2,3.0,18368.728333333333,-8.35,2
58,1,10,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,3
47,2,12,2,0,27,0,3,2.0,14991.3125,-2.0166666666666666,2
39,2,16,3,2,1530,1,1,0.0,26620.296388888888,0.16666666666666666,1
25,0,18,2,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,0
63,0,40,1,2,1530,1,1,0.0,13891.913888888888,0.16666666666666666,4
48,0,2,1,0,95,3,3,1.0,20580.414166666666,-5.4,2
21,0,2,0,0,2320,1,2,1.0,12435.497777777779,2.966666666666667,0
42,1,29,4,0,492,2,2,1.0,26364.681111111113,-1.25,2
41,1,20,4,2,1530,1,1,0.0,24105.164722222224,0.16666666666666666,2
48,0,4,4,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,2
50,2,18,2,1,1530,1,0,0.0,21273.225972222222,0.16666666666666666,2
34,1,18,2,0,2488,0,0,2.0,17368.73277777778,-16.8,1
38,1,19,4,0,1114,1,3,2.0,15500.899722222222,-18.216666666666665,1
32,1,29,4,1,1530,0,2,0.0,21273.225972222222,0.16666666666666666,1
26,1,20,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,0
69,1,29,3,2,1530,2,0,0.0,20442.717777777776,0.16666666666666666,4
42,2,1,0,0,2261,0,1,3.0,17172.134444444444,10.383333333333333,2
37,0,33,0,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,1
70,1,13,3,2,1530,3,2,0.0,17967.251944444444,0.16666666666666666,4
62,1,0,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,4
28,1,41,4,0,2438,0,1,2.0,13174.086388888889,0.05,0
31,0,17,1,0,600,3,0,3.0,13759.336666666666,6.75,1
46,2,22,3,2,1530,1,3,0.0,29884.703611111112,0.16666666666666666,2
43,0,6,0,0,1206,2,3,5.0,14583.287222222221,-14.15,2
39,1,6,0,0,1164,2,2,4.0,13669.604166666666,-5.183333333333334,1
53,0,17,1,1,1530,0,3,0.0,21273.225972222222,0.16666666666666666,3
56,0,27,1,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,3
62,0,14,0,0,1513,3,0,4.0,12555.155555555555,11.95,4
60,2,1,0,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,3
68,1,10,3,2,1530,0,1,0.0,26105.339722222223,0.16666666666666666,4
39,0,27,1,2,1530,2,0,0.0,20166.19,0.16666666666666666,1
45,2,37,3,1,1530,0,1,0.0,21273.225972222222,0.16666666666666666,2
50,1,10,0,2,1530,0,2,0.0,24504.940833333334,0.16666666666666666,2
41,0,38,2,0,514,3,0,3.0,19722.54111111111,-5.183333333333334,2
22,0,29,0,0,2395,3,1,5.0,27336.858333333334,-0.6,0
49,2,37,3,1,1530,3,2,0.0,21273.225972222222,0.16666666666666666,2
45,2,13,4,1,1530,3,3,0.0,21273.225972222222,0.16666666666666666,2
58,0,38,0,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,3
50,0,9,3,2,1530,3,0,0.0,21786.22638888889,0.16666666666666666,2
25,1,27,1,2,1530,0,2,0.0,22493.026388888888,0.16666666666666666,0
25,0,7,2,1,1530,3,0,0.0,21273.225972222222,0.16666666666666666,0
52,2,21,1,0,2304,3,1,4.0,17054.510833333334,-13.7,3
43,2,3,1,0,2723,1,0,5.0,17016.46138888889,3.716666666666667,2
64,1,28,0,1,1530,0,0,0.0,21273.225972222222,0.16666666666666666,4
18,2,18,2,0,327,0,2,1.0,13385.92861111111,-4.566666666666666,5
68,1,17,3,0,1459,1,1,4.0,24540.879166666666,8.616666666666667,4
38,1,6,2,2,1530,2,3,0.0,17555.112777777777,0.16666666666666666,1
70,1,13,0,1,1530,1,1,0.0,21273.225972222222,0.16666666666666666,4
33,1,25,4,1,1530,2,3,0.0,21273.225972222222,0.16666666666666666,1
44,0,22,1,0,1364,0,1,1.0,24394.4975,6.033333333333333,2
32,2,39,3,1,1530,1,3,0.0,21273.225972222222,0.16666666666666666,1
60,1,40,1,1,1530,2,2,0.0,21273.225972222222,0.16666666666666666,3
37,1,16,1,2,1530,0,2,0.0,17876.198888888888,0.16666666666666666,1
47,0,8,4,2,1530,1,2,0.0,28238.532222222224,0.16666666666666666,2
39,0,38,4,2,1530,1,2,0.0,14633.24888888889,0.16666666666666666,1
66,1,20,1,0,542,3,1,3.0,20879.266111111112,-14.05,4
69,0,22,4,2,1530,3,3,0.0,23176.916666666668,0.16666666666666666,4
61,0,8,1,2,1530,0,3,0.0,27222.000277777777,0.16666666666666666,4
43,0,41,4,1,1530,1,2,0.0,21273.225972222222,0.16666666666666666,2
50,1,12,0,0,863,3,3,4.0,12540.7175,-11.8,2
68,1,3,1,0,1128,1,3,4.0,25445.117777777778,-0.9833333333333333,4
54,0,16,2,2,1530,3,2,0.0,20485.518333333333,0.16666666666666666,3
